Title,Abstract,Date,Authors
Advancements in identifying biomechanical determinants for abdominal aortic aneurysm rupture.,"Abdominal aortic aneurysms are a common health problem and currently the need for surgical intervention is determined based on maximum diameter and growth rate criteria. Since these universal variables often fail to predict accurately every abdominal aortic aneurysms evolution, there is a considerable effort in the literature for other markers to be identified towards individualized rupture risk estimations and growth rate predictions. To this effort, biomechanical tools have been extensively used since abdominal aortic aneurysm rupture is in fact a material failure of the diseased arterial wall to compensate the stress acting on it. The peak wall stress, the role of the unique geometry of every individual abdominal aortic aneurysm as well as the mechanical properties and the local strength of the degenerated aneurysmal wall, all confer to rupture risk. In this review article, the assessment of these variables through mechanical testing, advanced imaging and computational modeling is reviewed and the clinical perspective is discussed.",2015,"['Kontopodis, Nikolaos', 'Metaxa, Eleni', 'Papaharilaou, Yannis', 'Tavlas, Emmanouil', 'Tsetis, Dimitrios', 'Ioannou, Christos']"
Angiotensin II mobilizes spleen monocytes to promote the development of abdominal aortic aneurysm in Apoe-/- mice.,"Abdominal aortic aneurysm (AAA) is widespread among elderly people and results in progressive expansion and rupture of the aorta with high mortality. Macrophages, which are the main population observed within the site of aneurysm, are thought to derive from circulating monocytes although no direct evidence has been provided to date. In this study, we were particularly interested in understanding the trafficking behavior of monocyte subsets in AAA and their role in disease pathogenesis. Using bone marrow transplantation in Apoe(-/-) mice, we showed that circulating monocytes give rise to abdominal aortic macrophages in hypercholesterolemic mice submitted to angiotensin II (AngII). Detailed monitoring of monocyte compartmentalization revealed that lymphocyte antigen 6C(high) and lymphocyte antigen 6C(low) monocytes transiently increase in blood early after AngII infusion and differentially infiltrate the abdominal aorta. The splenic reservoir accounted for the mobilization of the 2 monocyte subsets after 3 days of AngII infusion. Spleen removal or lymphocyte deficiency in Apoe(-/-) Rag2(-/-) mice similarly impaired early monocyte increase in blood in response to AngII and protected against AAA development, independently of blood pressure. Reconstitution of Apoe(-/-) Rag2(-/-) mice with total splenocytes but not with B-cell-depleted splenocytes restored monocyte mobilization in response to AngII and enhanced susceptibility to AAA.",2015,"['Mellak, Safa', 'Ait-Oufella, Hafid', 'Esposito, Bruno', 'Loyer, Xavier', 'Poirier, Maxime', 'Tedder, Thomas F', 'Tedgui, Alain', 'Mallat, Ziad', 'Potteaux, Stéphane']"
A decision aid regarding treatment options for patients with an asymptomatic abdominal aortic aneurysm: a randomised clinical trial.,"Abdominal aortic aneurysm patients tend to be informed inconsistently and incompletely about their disorder and the treatment options open to them. The objective of this trial was to evaluate whether these patients are better informed and experience less decisional conflict regarding their treatment options after viewing a decision aid. A six-centre, randomised clinical trial comparing a decision aid plus regular information versus regular information from the surgeon. Included patients had recently been diagnosed with an asymptomatic abdominal aortic aneurysm at least 4 cm in diameter. The decision aid consisted of a one-time viewing of an interactive CD-ROM elaborating on elective surgery versus watchful waiting. Generally, the decision aid advised patients with aneurysms less than 5.5 cm to agree to watchful waiting, for larger aneurysms the decision aid provided insight into the balance of benefit and harm of surgical and conservative approaches, taking into account age, co-morbidity and size of the aneurysm. The primary outcome was patient decisional conflict measured at 1 month follow-up (Decisional Conflict Scale). Secondary outcomes were patient knowledge, anxiety and satisfaction. In 178 aneurysm patients, decisional conflict scores did not differ significantly between the decision aid and the regular information groups (22 vs. 24 on the 0-100 Decisional Conflict Scale; p = .33). Patients in the decision aid group had significantly better knowledge (10.0 vs. 9.4 out of 13 points; p = .04), whereas anxiety levels (4.4 and 5.0 on a 0-21 scale; p = .73) and satisfaction scores (74 and 73 on a 0-100 scale; p = .81) were similar in both groups.",2014,Error Retrieving
Novel Molecular Imaging Approaches to Abdominal Aortic Aneurysm Risk Stratification.,"Selection of patients for abdominal aortic aneurysm repair is currently based on aneurysm size, growth rate, and symptoms. Molecular imaging of biological processes associated with aneurysm growth and rupture, for example, inflammation and matrix remodeling, could improve patient risk stratification and lead to a reduction in abdominal aortic aneurysm morbidity and mortality. (18)F-fluorodeoxyglucose-positron emission tomography and ultrasmall superparamagnetic particles of iron oxide magnetic resonance imaging are 2 novel approaches to abdominal aortic aneurysm imaging evaluated in clinical trials. A variety of other tracers, including those that target inflammatory cells and proteolytic enzymes (eg, integrin αvβ3 and matrix metalloproteinases), have proven effective in preclinical models of abdominal aortic aneurysm and show great potential for clinical translation.",2016,"['Toczek, Jakub', 'Meadows, Judith L', 'Sadeghi, Mehran M']"
"Suppression of abdominal aortic aneurysm formation by AR-R17779, an agonist for the α7 nicotinic acetylcholine receptor.","Activation of vagal nerve suppresses inflammatory responses through activation of α7 nicotinic acetylcholine receptor (nAchR). We sought to determine whether AR-R17779, a selective agonist of α7nAchR, affects the development of abdominal aortic aneurysm (AAA). AAA was induced by topical application of calcium chloride (CaCl2) to abdominal aorta (AAA group). NaCl (0.9%) was substituted for CaCl2 as a sham operation (SHAM group). AR-R17779 was administered in drinking water (AAA/AR-R group). One and 6 weeks after the operation, aortic tissue was excised for histological and molecular analyses. Aortic diameter and macrophage infiltration into the aortic adventitia were increased in AAA group compared with SHAM group at 6 weeks. Treatment with AR-R17779 reduced the diameter of the aorta and macrophage infiltration compared with AAA group. Wavy morphology of the elastic lamellae was lost in AAA group while it was preserved in AAA/AR-R group. Expression of inflammatory cytokines and matrix metalloproteinase (MMP) activities were enhanced in AAA group, which was suppressed in AAA/AR-R group. AR-R17779 treatment suppressed CaCl2-induced expression of cytokines, activities of MMPs and NF-κB activation at 1 week when aortic dilatation had not developed.",2016,"['Watanabe, Aya', 'Ichiki, Toshihiro', 'Kojima, Hiroshi', 'Takahara, Yusuke', 'Hurt-Camejo, Eva', 'Michaëlsson, Erik', 'Sankoda, Chikahiro', 'Ikeda, Jiro', 'Inoue, Eriko', 'Tokunou, Tomotake', 'Kitamoto, Shiro', 'Sunagawa, Kenji']"
Association between polymorphisms in the interleukin-10 gene and risk of abdominal aortic aneurysm.,"In this case-control study, we attempted to investigate the role of three common single nucleotide polymorphisms (SNPs; -1082G/A rs1800896, -819T/C rs1800871, and -592A/C rs1800872) in the IL-10 gene in the development of abdominal aortic aneurysm in a Chinese population. Three hundred and eighty-one patients with abdominal aortic aneurysm and age- and gender-matched healthy controls (N = 381) were collected between March 2012 and March 2014. The IL-10 -1082G/A, -819T/C, and -592A/C polymorphisms were genotyped by polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP). Logistic regression analyses revealed that the AA genotype of IL-10 -1082G/A was associated with an increased risk of abdominal aortic aneurysm compared to the GG genotype in a codominant model [odds ratio (OR) = 1.64, 95% confidence interval (CI) = 1.04-2.60]. Moreover, the GA+AA genotype was correlated with an elevated risk of abdominal aortic aneurysm compared to the GG genotype in a dominant model (OR = 1.34, 95%CI = 1.01-1.79). In conclusion, the results of our study suggested that the A allele of IL-10 -1082G/A is significantly associated with the development of abdominal aortic aneurysm compared to the wide-type genotype.",2015,"['Wang, F', 'Quan, Q Q', 'Zhang, C L', 'Li, Y B', 'Jiang, T B']"
The potential role of DNA methylation in the pathogenesis of abdominal aortic aneurysm.,"Abdominal aortic aneurysm (AAA) is characterised by the chronic degradation and gradual, irreversible dilation of the abdominal aorta. Smoking, genetics, male sex and increased age are major factors associated with developing AAA. Rupture contributes to around 2% of deaths in all Caucasians over 65, and there is no pharmaco-therapeutic treatment. Methylation is an epigenetic modification to DNA, where a methyl group is added to a cytosine base 5' to a guanine (CpG dinucleotide). Methylation patterns are long term, inherited signatures that can induce changes in gene transcription, and can be affected by both genetic and environmental factors. Methylation changes are involved in hypertension and atherosclerosis, both of which are risk factors of, and often coexist with AAA. Extra-cellular matrix degradation and inflammation, both important pathological hallmarks of AAA, are also promoted by changes in CpG methylation in other diseases. Additionally, the adverse effects of smoking and ageing take place largely through epigenetic manipulation of the genome. Every factor associated with AAA appears to be associated with DNA methylation, yet no direct evidence confirms this. Future work to identify a link between global methylation and AAA, and differentially methylated regions may reveal valuable insight. The identification of a common epigenetic switching process may also signify a promising future for AAA pharmaco-therapeutic strategies. Epigenetic therapies are being designed to target pathogenic CpG methylation changes in other diseases, and it is feasible that these therapies may also be applicable to AAA in the future.",2015,"['Toghill, Bradley J', 'Saratzis, Athanasios', 'Harrison, Seamus C', 'Verissimo, Ana R', 'Mallon, Eamonn B', 'Bown, Matthew J']"
Chemokine (C-X-C motif) receptor 4 blockade by AMD3100 inhibits experimental abdominal aortic aneurysm expansion through anti-inflammatory effects.,"Inflammation plays a critical role in the development of abdominal aortic aneurysms (AAAs). Because stromal cell-derived factor 1 (SDF-1) is known for its ability to attract inflammatory cells, we investigated whether SDF-1/chemokine (C-X-C motif) receptor 4 (CXCR4) axis is expressed in aneurysmal aortic wall and plays a role in AAA physiopathology and asked whether its blockade modulates AAA formation and expansion. Quantitative real-time polymerase chain reaction analysis showed that SDF-1α and CXCR4 mRNA levels are increased in both human and CaCl2-induced mouse AAA wall and are positively correlated to the aortic diameter in mice. ELISA quantification and immunostaining demonstrated that, in mice, aortic SDF-1α is rapidly induced during AAA formation, first by apoptotic vascular smooth muscle cells in the injured media and then by adventitial macrophages once AAA is fully established. Using green fluorescent protein-positive (GFP(+/-)) bone marrow transplantation experiments, we demonstrated that aortic SDF-1 overexpression is implicated in the recruitment of bone marrow-derived macrophages within the AAA wall. Furthermore, in mice, blockade of CXCR4 by AMD3100 decreases the infiltration of adventitial macrophages, inhibits AAA formation, and prevents aortic wall destruction. AMD3100 reduces the mRNA levels of MMP-12 and MMP-14 as well as that of inflammatory effectors MCP-1, MIP-1β, MIP-2α, RANTES, IL-1β, IL-6, TNF-α, and E-selectin. Finally, AMD3100 stabilizes the diameter of formed, expanding AAAs in 2 experimental models.",2014,"['Michineau, Stéphanie', 'Franck, Grégory', 'Wagner-Ballon, Orianne', 'Dai, Jianping', 'Allaire, Eric', 'Gervais, Marianne']"
Peritonitis as presentation of aorto-caval fistula with Salmonella choleraesuis-associated abdominal aortic aneurysm.,"The majority of aorto-caval fistulae occur spontaneously, either as a result of rupture of an existing atherosclerotic abdominal aortic aneurysm into the vena cava or secondary to iatrogenic injuries during peripheral angiography or surgery. Aorto-caval fistula from an infected aortic aneurysm is a rare scenario, but potentially lethal. Case report and review of the literature. A 63-year-old female with diabetes mellitus and liver cirrhosis was admitted for intractable abdominal pain with rebound tenderness. A computed tomography scan demonstrated an abdominal aortic aneurysm and ill-defined peri-aortic fluid with air density and evidence of a fistula between the aorta and the inferior vena cava. Salmonella cholerasuis had been isolated from a blood culture at a previous admission. Urgent endovascular exclusion of the aorto-caval fistula was carried out, and the infra-renal abdominal aneurysm was repaired using a Cook Zenith TX2 aortic stent graft. She received parenteral ceftriaxone for four weeks.",2015,"['Huang, Yao-Kuang', 'Lin, Chien-Chao', 'Lin, Huang-Shen']"
Editor's Choice - Endovascular aneurysm repair versus open repair for patients with a ruptured abdominal aortic aneurysm: a systematic review and meta-analysis of short-term survival.,"There is clinical equipoise between open (OR) and endovascular aneurysm repair (EVAR) for the best treatment of ruptured abdominal aortic aneurysm (RAAA). The aim of the study was to perform a systematic review and meta-analysis to estimate the short-term (combined 30-day or in-hospital) survival after EVAR and OR for patients with RAAA. Data sources included Medline, Embase, and the World Health Organization International Clinical Trials Registry until 13 January 2014. All randomised controlled trials (RCTs), observational cohort studies, and administrative registries comparing OR and EVAR of at least 50 patients were included. Articles were full-length and in English. Standard PRISMA guidelines were followed. The methodological quality of RCTs was assessed with the Cochrane Collaboration's tool for assessing risk of bias. The quality of observational studies was assessed with a modified Cochrane Collaboration's tool for assessing risk of bias, the Newcastle-Ottawa Scale, and the Methodological Index for Non-Randomized Studies. The results of the RCTs, of the obersvational studies, and of the administrative registries were pooled separately and analysed with the use of a random effects model. From a total of 3,769 articles, three RCTs, 21 observational studies, and eight administrative registries met the inclusion criteria. In the RCTs, the risk of bias was lowest and the pooled odds ratio for death after EVAR versus OR was 0.90 (95% CI 0.65-1.24). The majority of the observational studies had a high risk of bias and the pooled odds ratio for death was 0.44 (95% CI 0.37-0.53). The majority of the administrative registries had a high risk of bias and the pooled odds ratio for death was 0.54 (95% CI 0.47-0.62).",2014,"['van Beek, S C', 'Conijn, A P', 'Koelemay, M J', 'Balm, R']"
Zoledronate attenuates angiotensin II-induced abdominal aortic aneurysm through inactivation of Rho/ROCK-dependent JNK and NF-κB pathway.,"Abdominal aortic aneurysm (AAA) is a life-threatening disease affecting almost 10% of the population over the age of 65. Nitrogen-containing bisphosphonates (N-BPs) have been shown to exert anti-atherogenic and anti-angiogenic effects, but the potential effects of N-BPs on AAA remain unclear. Here, we tested whether a potent N-BP, zoledronate, can attenuate the formation of Angiotensin II (Ang II)-induced AAA in hyperlipidaemic mice. Low-density lipoprotein receptor(-/-) (LDLR(-/-)) mice infused for 28 days with Ang II were treated with placebo and 100 μg/kg/day zoledronate. Continuous Ang II infusion in LDLR(-/-) mice exhibited a 59% incidence of AAA formation, and treatment with zoledronate decreased AAA formation (21%). Compared with the saline group, administration of zoledronate in Ang II-infused LDLR(-/-) mice attenuated the expansion of the suprarenal aorta (maximal aortic diameter), reduced elastin degradation in the media layer of the aorta, and significantly diminished vascular inflammation by reduction in vascular cell adhesion molecule expression and macrophage accumulation. Treatment with zoledronate decreased matrix metalloproteinase-2 (MMP-2) in aortic tissues. Zoledronate-treated mice had significant down-regulation of JNK, NF-κB, and reduced Ang II-induced Rho/ROCK activation. Zoledronate reduced monocytes adherence to human aortic endothelial cells in vitro.",2013,"['Tsai, Shih-Hung', 'Huang, Po-Hsun', 'Peng, Yi-Jen', 'Chang, Wei-Chou', 'Tsai, Hsiao-Ya', 'Leu, Hsin-Bang', 'Chen, Jaw-Wen', 'Lin, Shing-Jong']"
The alpha-2-antiplasmin Arg407Lys polymorphism is associated with abdominal aortic aneurysm.,"Abdominal Aortic Aneurysm (AAA) involves dilatation of the abdominal aorta, with a natural history of expansion and eventual rupture. We have previously shown that AAA patients form denser clots with smaller pores, which are more resistant to fibrinolysis. The aim of this study was to use functional polymorphisms of the fibrinolytic system to identify how changes to proteins involved in fibrinolysis may play a role in the development of AAA. Caucasian subjects ≥ 55 years (602 AAA patients and 490 matched controls) were genotyped for four polymorphisms (α-2-antiplasmin α2AP Arg6Trp and Arg407Lys, Thrombin-activatable fibrinolysis inhibitor TAFI Thr325Ile and tissue plasminogen activator tPA 7351C→T). DNA was extracted from blood, and genotype identified using real time PCR. Fibrin clot structure was analysed by permeation and turbidity in a subset of patients and controls. Genotypes across the study population were in Hardy-Weinberg Equilibrium. The two α2AP polymorphisms, Arg6Trp and Arg407Lys were in linkage disequilibrium (P<0.0001), and possession of a 407Lys allele negatively associated with AAA (odds ratio 0.833, CI95 0.7-0.991, P=0.040). The TAFI Thr325Ile and the tPA 7351C→T polymorphisms were not associated with AAA. The α2AP 407Lys allele was not associated with in-vitro fibrinolysis times in plasma from patients with AAA.",2014,"['Bridge, Katherine I', 'Macrae, Fraser', 'Bailey, Marc A', 'Johnson, Anne', 'Philippou, Helen', 'Scott, D Julian A', 'Ariёns, Robert A S']"
Inhibition of development of experimental abdominal aortic aneurysm by c-jun N-terminal protein kinase inhibitor combined with lysyl oxidase gene modified smooth muscle progenitor cells.,"Chronic inflammation, imbalance between the extracellular matrix synthesis and degradation, and loss of vascular smooth muscle cells (SMCs) contribute to the development of abdominal aortic aneurysm (AAA). The purpose of this study was to investigate the effect of the therapy with periaortic incubation of c-Jun N-terminal protein kinase inhibitor SP600125 infused from an osmotic pump and subadventitial injection of lysyl oxidase (LOX) gene modified autologous smooth muscle progenitor cells (SPCs) on treatment of AAA in a rabbit model. Obvious dilation of the abdominal aorta in the control group was caused by periaortic incubation of calcium chloride and elastase. But the progression of aortic dilation was significantly decreased after the treatment with SP600125 and LOX gene modified SPCs compared to the treatment with phosphate-buffered saline. This therapy could inhibit matrix metalloproteinases expression, enhance elastin synthesis, improve preservation of elastic laminar integrity, benefit SPCs survival and restore SMCs population. It seemed that this method might provide a novel therapeutic strategy to treat AAA.",2015,"['Chen, Feng', 'Zhang, ZhenDong', 'Zhu, XianHua']"
Prevention of abdominal aortic aneurysm by anti-microRNA-712 or anti-microRNA-205 in angiotensin II-infused mice.,"Abdominal aortic aneurysm (AAA) is characterized as a progressive dilation and degradation of the aortic wall, associated with activation of matrix metalloproteinases (MMPs) and inflammation. Emerging evidence indicates a role for microRNAs (miRNAs) in AAA pathogenesis, but it is unclear whether abdominal aortic endothelial miRNAs play a role in the disease process. We aimed to identify miRNAs in the abdominal aortic endothelium that play a critical role in AAA development. The mouse model of AAA induced by angiotensin II infusion was used in this study. Through a miRNA array and validation study, we initially identified the murine-specific miR-712 and subsequently its human/murine homolog miR-205 as angiotensin II-induced miRNAs in the abdominal aortic endothelium in vivo and in vitro. Mechanistically, miR-712 stimulated MMP activity in the aortic wall by directly targeting 2 MMP inhibitors: tissue inhibitor of metalloproteinase 3 (TIMP3) and reversion-inducing cysteine-rich protein with kazal motifs (RECK). Silencing of miR-712 and miR-205 by using anti-miR-712 and anti-miR-205, respectively, significantly decreased the aortic MMP activity and inflammation, preventing AAA development in angiotensin II-infused ApoE(-/-) mice. Further, upregulation of 4 angiotensin II-sensitive miRNAs, miR-205, -21, -133b, and -378, identified in this murine study were confirmed in human AAA samples compared with nondiseased control.",2014,"['Kim, Chan Woo', 'Kumar, Sandeep', 'Son, Dong Ju', 'Jang, In-Hwan', 'Griendling, Kathy K', 'Jo, Hanjoong']"
Aromatase is required for female abdominal aortic aneurysm protection.,"The protective effects of female gender on the development of abdominal aortic aneurysms (AAAs) have been attributed to anti-inflammatory effects of estrogen. Estrogen synthesis is dependent on the enzyme aromatase, which is located both centrally in the ovaries and peripherally in adipose tissue, bone, and vascular smooth muscle cells. It is hypothesized that deletion of aromatase in both ovarian and peripheral tissues would diminish the protective effect of female gender and would be associated with increased aortic diameter in female mice. Male and female 8- to 10-week-old mice with aromatase (wild type: WT) and without aromatase (ArKO) underwent elastase aortic perfusion with aortic harvest 14 days following. For the contribution of central and peripheral estrogen conversion to be evaluated, female WT mice were compared with female WT and ArKO mice that had undergone ovariectomy (ovx) at 6 weeks followed by elastase perfusion at 8 to 10 weeks. At aortic harvest, maximal aortic dilation was measured and samples were collected for immunohistochemistry and protein analysis. Serum was collected for serum estradiol concentrations. Groups were compared with analysis of variance. Human and mouse AAA cross sections were analyzed with confocal immunohistochemistry for aromatase, smooth muscle markers, and macrophage markers. Female WT mice had significant reduction in aortic dilation compared with male WT mice (F WT, 51.5% ± 15.1% vs M WT, 78.7% ± 14.9%; P < .005). The protective effects of female gender were completely eliminated with deletion of aromatase (F ArKO, 82.6% ± 13.8%; P < .05 vs F WT). Ovariectomy increased aortic dilation in WT mice (F WT ovx, 70.6% ± 11.7%; P < .05 vs F WT). Aromatase deletion with ovariectomy further increased aortic dilation compared with WT ovx mice (F ArKO ovx, 87.3% ± 14.7%, P < .001 vs F WT and P < .05 vs F WT ovx). Accordingly, female ArKO ovx mice had significantly higher levels of the proinflammatory cytokines monocyte chemoattractant protein 1 and interleukin-1β and were associated with increased macrophage staining and decreased elastin staining. Regarding serum hormone levels, decreasing estradiol levels correlated with increasing aortic diameter (R = -0.565; P < .01). By confocal immunohistochemistry, both human and mouse AAA smooth muscle cells (smooth muscle α-actin positive) and macrophages (CD68 positive or Mac-2 positive) expressed aromatase.",2015,"['Johnston, William F', 'Salmon, Morgan', 'Su, Gang', 'Lu, Guanyi', 'Ailawadi, Gorav', 'Upchurch, Gilbert R']"
INFLAMMATORY ABDOMINAL AORTIC ANEURYSM--A FORM OF CHRONIC PERIAORTITIS.,"Chronic periaortitis represents a unique pathogenic concept for three entities: Inflammatory Abdominal Aortic Aneurysm, Idiopathic Retroperitoneal Fibrosis and Perianeurysmal Retroperitoneal Fibrosis. The fundamental meaning of an inflammatory reaction to advanced atherosclerosis has been developed on the bottom of clinical and histological features. The triad of abdominal pain, weight loss and elevated inflammatory markers: erythrocyte sedimentation rate/C-reactive protein in patients with abdominal aortic aneurysms revealed on contrast-enhanced computer tomography is highly suggestive for inflammatory aneurysm. We report a case of a heavy-smoker adult male presented with suddenly abdominal symptoms suggestive for mesenteric ischemia which have proved to be due to inflammatory abdominal aortic aneurysm. The most favorable management of patients with inflammatory aneurysm is ambiguous. Surgical approach seems reasonable even supposing inflammatory aneurysm emerges less likely to rupture than the atherosclerotic variant. Corticosteroids are used in inoperable inflammatory aneurysm, even if is well known that this treatment does not change the long-term outcome of the disease. Surgical-open or Endovascular Repair of the aneurysm is the elective treatment.",Error Retrieving,"['Pop, Corina', 'Nemeş, Roxana Maria', 'Jantea, Petruţa', 'Tomescu, Alina', 'Postolache, Paraschiva']"
Endovascular Versus Open Repair as Primary Strategy for Ruptured Abdominal Aortic Aneurysm: A National Population-based Study.,"In randomized trials, no peri-operative survival benefit has been shown for endovascular (EVAR) repair of ruptured abdominal aortic aneurysm (rAAA) when compared with open repair. The aim of this study was to investigate the effect of primary repair strategy on early and midterm survival in a non-selected population based study. The Swedish Vascular Registry was consulted to identify all rAAA repairs performed in Sweden in the period 2008-12. Centers with a primary EVAR strategy (treating > 50% of rAAA with EVAR) were compared with centers with a primary open repair strategy. Peri-operative outcome, midterm survival, and incidence of rAAA repair/100,000 inhabitants aged > 50 years were assessed. In total, 1,304 patients were identified. Three primary EVAR centers (pEVARc) operated on 236 patients (74.6% EVAR). Twenty-six primary open repair centers (pORc) operated 1,068 patients (15.6% EVAR). Patients treated at pEVARc were more often referrals (28.0% vs. 5.3%; p < .01), had a higher rate of respiratory comorbidity (36.5% vs. 21.9%; p < .01), and higher pre-operative systolic blood pressure (84.3 vs. 72.3 mmHg; p < .01). There was no difference in mortality based on primary treatment strategy at 30 days (pEVARc 28.0%, n = 66; pORc 27.4%, n = 296 [p = .87]), 1 year (pEVARc 39.9%, n = 93; pORc 34.7%, n = 366 [p = .19]), or 2 years (42.1%, n = 94; 38.3%, n = 394 [p = .28]), either overall or in subgroups based on age or referral status. Overall, patients treated with EVAR were older (mean age 76.4 vs. 74.0 years; p < .01), and had a lower 30 day mortality (EVAR 21.6%, n = 74; odds ratio 29.6%, n = 288 [p = < .01]). Incidence of rAAA repair was lower in pEVARc regions (6.07, 95% confidence interval [CI] 5.01-7.13) when compared with pORc regions (8.15, 95% CI 7.64-8.66).",2016,"['Gunnarsson, K', 'Wanhainen, A', 'Djavani Gidlund, K', 'Björck, M', 'Mani, K']"
Outcome in Men with a Screen-detected Abdominal Aortic Aneurysm Who are not Fit for Intervention.,"Abdominal aortic aneurysm (AAA) screening in Gloucestershire has been ongoing for 25 years. The aim of this study was to review the outcome of a cohort of men with a large (> 5.4 cm) screen-detected AAA who did not have early intervention for their AAA. A prospectively maintained database was interrogated for a 10-year interval from 2001 to 2011. Men who did not have their large AAA repaired within 3 months of the diagnosis were identified. The reasons for initial nonintervention and subsequent outcomes were identified from a combination of hospital case notes and general practitioner records. Of 334 men referred, 59 (median age 71 years, range 62-83 years) did not have intervention within 3 months (initial nonintervention rate 17.6%). The reasons included placed back on surveillance after assessment (n = 34); immediately discharged (n = 12); required further investigations (n = 5); died before complete assessment (n = 3); and incomplete follow-up (n = 5). Sixteen men had delayed AAA repair with no perioperative mortality. Overall mortality in the study was 14/34 (nine from ruptured AAA, the rest from medical conditions). Two further men survived repair of a ruptured AAA. The overall rate of ruptured AAA was 11/59 (18.6%).",2015,"['Lim, J', 'Wolff, J', 'Rodd, C D', 'Cooper, D G', 'Earnshaw, J J']"
Nifedipine attenuation of abdominal aortic aneurysm in hypertensive and non-hypertensive mice: Mechanisms and implications.,"Rupture of abdominal aortic aneurysm (AAA) is a lethal event. No oral medicine has been available to prevent or treat AAA. We have recently identified a novel mechanism of eNOS uncoupling by which AAA develops, in angiotensin II (Ang II) infused hyperphenylalaninemia 1 (hph-1) mice. Using this unique model we investigated effects on AAA formation of the L-type calcium channel blocker nifedipine, in view of the unclear relationship between hypertension and AAA, and unclear mechanisms of aneurysm protective effects of some blood pressure lowering drugs. Six-month old hph-1 mice were infused with Ang II (0.7 mg/kg/day) for 2 weeks, and fed nifedipine chow at two different doses (5 and 20 mg/kg/day). While the high dose of nifedipine reduced blood pressure, the lower dose had no effect. Interestingly, the incidence rate of AAA dropped from 71% to 7 and 12.5% for low and high dose nifedipine, respectively. Expansion of abdominal aorta, determined by ultrasound imaging, was abolished by both doses of nifedipine, which recoupled eNOS completely to improve NO bioavailability. Both also abrogated aortic superoxide production. Of note, Ang II activation of NADPH oxidase in vascular smooth muscle cells and endothelial cells, known to uncouple eNOS, was also attenuated by nifedipine. Although low dose was a sub-pressor while the high dose reduced blood pressure via inhibition of calcium channels, both doses were highly effective in preventing AAA by preserving eNOS coupling activity to eliminate sustained oxidative stress from uncoupled eNOS. These data demonstrate that oral treatment of nifedipine is highly effective in preserving eNOS function to attenuate AAA formation. Nifedipine may be used for AAA prevention either at low dose in AAA risk group, or at high dose in patients with co-existing hypertension.",2015,"['Miao, Xiao Niu', 'Siu, Kin Lung', 'Cai, Hua']"
Ischemic acute pancreatitis with pancreatic pseudocyst in a patient with abdominal aortic aneurysm and generalized atheromatosis - case report.,"Ischemic pancreatitis is a rare medical entity. The pancreatic tissue is susceptible to ischemia with the possibility of developing acute pancreatitis. The abdominal aortic aneurysm can be one possible cause of pancreatic hypoperfusion. We report the case of a 68-year-old man, Caucasian, with a history of a cluster of severe cardiovascular conditions, who presented epigastric pain of variable intensity for about 2 weeks. The pain occurred after intense physical effort, and was associated with anorexia and asthenia. The palpation revealed epigastric pain and palpable pulsatile mass above the umbilicus. Laboratory tests showed increased serum and urine amylases. The abdominal contrast-enhanced CT scan evidenced acute lesions of the pancreas and a caudal pancreatic pseudocyst of 39x24 mm. An abdominal aortic aneurysm was also described (which extended from the kidney level to the bilateral femoral level) with a maximum diameter of 60.5 mm and generalized atheromatosis. By corroborating clinical, anamnestic, laboratory and imaging data, the case was diagnosed as moderately severe acute ischemic pancreatitis, pancreatic pseudocyst, abdominal aortic aneurysm, generalized atheromatosis. The pancreatic pseudocyst was resorbed in eight months. Surgery for the abdominal aneurysm was performed after the resorption of the pseudocyst. The patient died after aortic surgery because of a septic complication.",2015,"['Cocota, Ileana', 'Badea, Radu', 'Scridon, Traian', 'Dumitrascu, Dan L']"
Interaction of biomechanics with extracellular matrix components in abdominal aortic aneurysm wall.,"Little is known about the interactions between extracellular matrix (ECM) proteins and locally acting mechanical conditions and material macroscopic properties in abdominal aortic aneurysm (AAA). In this study, ECM components were investigated with correlation to corresponding biomechanical properties and loads in aneurysmal arterial wall tissue. Fifty-four tissue samples from 31 AAA patients (30♂; max. diameter Dmax 5.98 ± 1.42 cm) were excised from the aneurysm sac. Samples were divided for corresponding immunohistological and mechanical analysis. Collagen I and III, total collagen, elastin, and proteoglycans were quantified by computational image analysis of histological staining. Pre-surgical CT data were used for 3D segmentation of the AAA and calculation of mechanical conditions by advanced finite element analysis. AAA wall stiffness and strength were assessed by repeated cyclical, sinusoidal and destructive tensile testing. Amounts of collagen I, III, and total collagen were increased with higher local wall stress (p = .002, .017, .030, respectively) and strain (p = .002, .012, .020, respectively). AAA wall failure tension exhibited a positive correlation with collagen I, total collagen, and proteoglycans (p = .037, .038, .022, respectively). α-Stiffness correlated with collagen I, III, and total collagen (p = .011, .038, and .008), while β-stiffness correlated only with proteoglycans (p = .028). In contrast, increased thrombus thickness was associated with decreased collagen I, III, and total collagen (p = .003, .020, .015, respectively), and AAA diameter was negatively associated with elastin (p = .006).",2015,"['Tanios, F', 'Gee, M W', 'Pelisek, J', 'Kehl, S', 'Biehler, J', 'Grabher-Meier, V', 'Wall, W A', 'Eckstein, H-H', 'Reeps, C']"
